# gnuplot data generated by MooNMD
#          x           y           p         psi         u-1         u-2         |u|
#
  1.25000000 10.00000000 -0.04691579 10.00340107 -0.02361747  0.00103233  0.02364002


  2.50000000  5.00000000  0.13645189  4.93683285  1.03524010  0.04905841  1.03640185
  3.12500000  5.00000000  0.11971943  4.90313729  1.05326676  0.05880323  1.05490695
  3.12500000  6.25000000  0.10690558  6.21299772  1.04306248  0.02536751  1.04337091
  2.50000000  6.25000000  0.12363803  6.22658261  1.03052390  0.01768967  1.03067572
  2.50000000  5.00000000  0.13645189  4.93683285  1.03524010  0.04905841  1.03640185


  3.75000000  5.00000000  0.09833168  4.86455837  1.07518900  0.06439329  1.07711553
  3.75000000  6.25000000  0.08990491  6.19741314  1.05959065  0.02490461  1.05988329
  3.12500000  6.25000000  0.10911288  6.21299772  1.04306248  0.02536751  1.04337091
  3.12500000  5.00000000  0.11753965  4.90313729  1.05326676  0.05880323  1.05490695
  3.75000000  5.00000000  0.09833168  4.86455837  1.07518900  0.06439329  1.07711553


  3.75000000  7.50000000  0.08693708  7.52369970  1.05932773 -0.00542403  1.05934162
  3.12500000  7.50000000  0.10237451  7.52127391  1.04866603 -0.00136292  1.04866691
  3.12500000  6.25000000  0.10889124  6.21299772  1.04306248  0.02536751  1.04337091
  3.75000000  6.25000000  0.09345381  6.19741314  1.05959065  0.02490461  1.05988329
  3.75000000  7.50000000  0.08693708  7.52369970  1.05932773 -0.00542403  1.05934162


  2.50000000  7.50000000  0.11945814  7.51736787  1.03981734 -0.01275920  1.03989562
  2.50000000  6.25000000  0.12176860  6.22658261  1.03052390  0.01768967  1.03067572
  3.12500000  6.25000000  0.10685090  6.21299772  1.04306248  0.02536751  1.04337091
  3.12500000  7.50000000  0.10454044  7.52127391  1.04866603 -0.00136292  1.04866691
  2.50000000  7.50000000  0.11945814  7.51736787  1.03981734 -0.01275920  1.03989562


  5.00000000  5.00000000  0.04905109  4.78170149  1.12181100  0.06345267  1.12360409
  5.00000000  6.25000000  0.05369563  6.16443793  1.09357307  0.02386312  1.09383340
  4.37500000  6.25000000  0.07529852  6.18078192  1.07604162  0.02714645  1.07638399
  4.37500000  5.00000000  0.07065398  4.82312675  1.09816355  0.06686210  1.10019713
  5.00000000  5.00000000  0.04905109  4.78170149  1.12181100  0.06345267  1.12360409


  5.00000000  7.50000000  0.05813726  7.52728445  1.08201582 -0.00440766  1.08202480
  4.37500000  7.50000000  0.07413258  7.52554413  1.07025680 -0.00158981  1.07025798
  4.37500000  6.25000000  0.07310859  6.18078192  1.07604162  0.02714645  1.07638399
  5.00000000  6.25000000  0.05711327  6.16443793  1.09357307  0.02386312  1.09383340
  5.00000000  7.50000000  0.05813726  7.52728445  1.08201582 -0.00440766  1.08202480


  3.75000000  7.50000000  0.08990886  7.52369970  1.05932773 -0.00542403  1.05934162
  3.75000000  6.25000000  0.09005304  6.19741314  1.05959065  0.02490461  1.05988329
  4.37500000  6.25000000  0.07389582  6.18078192  1.07604162  0.02714645  1.07638399
  4.37500000  7.50000000  0.07375164  7.52554413  1.07025680 -0.00158981  1.07025798
  3.75000000  7.50000000  0.08990886  7.52369970  1.05932773 -0.00542403  1.05934162


  3.75000000  5.00000000  0.09509640  4.86455837  1.07518900  0.06439329  1.07711553
  4.37500000  5.00000000  0.07395436  4.82312675  1.09816355  0.06686210  1.10019713
  4.37500000  6.25000000  0.07196984  6.18078192  1.07604162  0.02714645  1.07638399
  3.75000000  6.25000000  0.09311188  6.19741314  1.05959065  0.02490461  1.05988329
  3.75000000  5.00000000  0.09509640  4.86455837  1.07518900  0.06439329  1.07711553


  5.00000000 10.00000000  0.05586176 10.00174245  0.03561834  0.00006777  0.03561840
  4.37500000 10.00000000  0.06758150 10.00185961  0.03706139  0.00012905  0.03706161
  4.37500000  8.75000000  0.07082079  8.91420821  1.22831104 -0.03416836  1.22878619
  5.00000000  8.75000000  0.05910104  8.93511926  1.23255782 -0.03303270  1.23300038
  5.00000000 10.00000000  0.05586176 10.00174245  0.03561834  0.00006777  0.03561840


  3.75000000 10.00000000  0.07893079 10.00200585  0.03771108  0.00014603  0.03771136
  3.75000000  8.75000000  0.08365345  8.89138692  1.21903073 -0.03962225  1.21967449
  4.37500000  8.75000000  0.07179567  8.91420821  1.22831104 -0.03416836  1.22878619
  4.37500000 10.00000000  0.06707300 10.00185961  0.03706139  0.00012905  0.03706161
  3.75000000 10.00000000  0.07893079 10.00200585  0.03771108  0.00014603  0.03771136


  3.75000000  7.50000000  0.08712366  7.52369970  1.05932773 -0.00542403  1.05934162
  4.37500000  7.50000000  0.07330724  7.52554413  1.07025680 -0.00158981  1.07025798
  4.37500000  8.75000000  0.07257401  8.91420821  1.22831104 -0.03416836  1.22878619
  3.75000000  8.75000000  0.08639044  8.89138692  1.21903073 -0.03962225  1.21967449
  3.75000000  7.50000000  0.08712366  7.52369970  1.05932773 -0.00542403  1.05934162


  5.00000000  7.50000000  0.06049120  7.52728445  1.08201582 -0.00440766  1.08202480
  5.00000000  8.75000000  0.05802482  8.93511926  1.23255782 -0.03303270  1.23300038
  4.37500000  8.75000000  0.07155753  8.91420821  1.22831104 -0.03416836  1.22878619
  4.37500000  7.50000000  0.07402392  7.52554413  1.07025680 -0.00158981  1.07025798
  5.00000000  7.50000000  0.06049120  7.52728445  1.08201582 -0.00440766  1.08202480


  2.50000000 10.00000000  0.10403344 10.00237707  0.03888667  0.00014504  0.03888694
  2.50000000  8.75000000  0.10666445  8.83786360  1.18321050 -0.05384152  1.18443488
  3.12500000  8.75000000  0.09631791  8.86638808  1.20582953 -0.03966609  1.20648177
  3.12500000 10.00000000  0.09368691 10.00215968  0.04231461  0.00017822  0.04231498
  2.50000000 10.00000000  0.10403344 10.00237707  0.03888667  0.00014504  0.03888694


  2.50000000  7.50000000  0.11508306  7.51736787  1.03981734 -0.01275920  1.03989562
  3.12500000  7.50000000  0.10090622  7.52127391  1.04866603 -0.00136292  1.04866691
  3.12500000  8.75000000  0.10053576  8.86638808  1.20582953 -0.03966609  1.20648177
  2.50000000  8.75000000  0.11471260  8.83786360  1.18321050 -0.05384152  1.18443488
  2.50000000  7.50000000  0.11508306  7.51736787  1.03981734 -0.01275920  1.03989562


  3.75000000  7.50000000  0.09100384  7.52369970  1.05932773 -0.00542403  1.05934162
  3.75000000  8.75000000  0.08255650  8.89138692  1.21903073 -0.03962225  1.21967449
  3.12500000  8.75000000  0.09640967  8.86638808  1.20582953 -0.03966609  1.20648177
  3.12500000  7.50000000  0.10485702  7.52127391  1.04866603 -0.00136292  1.04866691
  3.75000000  7.50000000  0.09100384  7.52369970  1.05932773 -0.00542403  1.05934162


  3.75000000 10.00000000  0.07764661 10.00200585  0.03771108  0.00014603  0.03771136
  3.12500000 10.00000000  0.09082520 10.00215968  0.04231461  0.00017822  0.04231498
  3.12500000  8.75000000  0.09753768  8.86638808  1.20582953 -0.03966609  1.20648177
  3.75000000  8.75000000  0.08435909  8.89138692  1.21903073 -0.03962225  1.21967449
  3.75000000 10.00000000  0.07764661 10.00200585  0.03771108  0.00014603  0.03771136


  2.50000000  3.00000000  0.19489175  2.85949023  1.04298733  0.11298651  1.04908938
  3.12500000  3.00000000  0.16796203  2.78037038  1.06905201  0.14283067  1.07855125
  3.12500000  3.50000000  0.14863835  3.31434692  1.06600974  0.11772129  1.07249013
  2.50000000  3.50000000  0.17556807  3.38048689  1.04121027  0.09533244  1.04556544
  2.50000000  3.00000000  0.19489175  2.85949023  1.04298733  0.11298651  1.04908938


  3.75000000  3.00000000  0.12885489  2.68343755  1.10607859  0.17051773  1.11914528
  3.75000000  3.50000000  0.11263345  3.23535518  1.09885833  0.13615084  1.10726089
  3.12500000  3.50000000  0.15046289  3.31434692  1.06600974  0.11772129  1.07249013
  3.12500000  3.00000000  0.16668432  2.78037038  1.06905201  0.14283067  1.07855125
  3.75000000  3.00000000  0.12885489  2.68343755  1.10607859  0.17051773  1.11914528


  3.75000000  4.00000000  0.10482046  3.78296626  1.08993936  0.10793641  1.09527077
  3.12500000  4.00000000  0.13718474  3.84641241  1.06146156  0.09530916  1.06573190
  3.12500000  3.50000000  0.14821615  3.31434692  1.06600974  0.11772129  1.07249013
  3.75000000  3.50000000  0.11585187  3.23535518  1.09885833  0.13615084  1.10726089
  3.75000000  4.00000000  0.10482046  3.78296626  1.08993936  0.10793641  1.09527077


  2.50000000  4.00000000  0.16009166  3.90053182  1.03882635  0.07857125  1.04179346
  2.50000000  3.50000000  0.17473103  3.38048689  1.04121027  0.09533244  1.04556544
  3.12500000  3.50000000  0.15000483  3.31434692  1.06600974  0.11772129  1.07249013
  3.12500000  4.00000000  0.13536546  3.84641241  1.06146156  0.09530916  1.06573190
  2.50000000  4.00000000  0.16009166  3.90053182  1.03882635  0.07857125  1.04179346


  5.00000000  3.00000000  0.00906434  2.45417142  1.21894206  0.18002828  1.23216473
  5.00000000  3.50000000  0.01767131  3.05596885  1.18605420  0.14006752  1.19429623
  4.37500000  3.50000000  0.07352852  3.14701663  1.14003058  0.14522755  1.14924356
  4.37500000  3.00000000  0.06492154  2.57168611  1.15730289  0.18645364  1.17222649
  5.00000000  3.00000000  0.00906434  2.45417142  1.21894206  0.18002828  1.23216473


  5.00000000  4.00000000  0.03034202  3.64257882  1.15955472  0.10911868  1.16467765
  4.37500000  4.00000000  0.07290877  3.71338766  1.12352267  0.11338801  1.12922984
  4.37500000  3.50000000  0.06675534  3.14701663  1.14003058  0.14522755  1.14924356
  5.00000000  3.50000000  0.02418859  3.05596885  1.18605420  0.14006752  1.19429623
  5.00000000  4.00000000  0.03034202  3.64257882  1.15955472  0.10911868  1.16467765


  3.75000000  4.00000000  0.10794698  3.78296626  1.08993936  0.10793641  1.09527077
  3.75000000  3.50000000  0.11199176  3.23535518  1.09885833  0.13615084  1.10726089
  4.37500000  3.50000000  0.07264986  3.14701663  1.14003058  0.14522755  1.14924356
  4.37500000  4.00000000  0.06860508  3.71338766  1.12352267  0.11338801  1.12922984
  3.75000000  4.00000000  0.10794698  3.78296626  1.08993936  0.10793641  1.09527077


  3.75000000  3.00000000  0.12401048  2.68343755  1.10607859  0.17051773  1.11914528
  4.37500000  3.00000000  0.07434238  2.57168611  1.15730289  0.18645364  1.17222649
  4.37500000  3.50000000  0.06700765  3.14701663  1.14003058  0.14522755  1.14924356
  3.75000000  3.50000000  0.11667574  3.23535518  1.09885833  0.13615084  1.10726089
  3.75000000  3.00000000  0.12401048  2.68343755  1.10607859  0.17051773  1.11914528


  5.00000000  5.00000000  0.04533145  4.78170149  1.12181100  0.06345267  1.12360409
  4.37500000  5.00000000  0.07371285  4.82312675  1.09816355  0.06686210  1.10019713
  4.37500000  4.50000000  0.07012255  4.27172063  1.10902194  0.08783771  1.11249500
  5.00000000  4.50000000  0.04174115  4.21703869  1.13821657  0.08425872  1.14133102
  5.00000000  5.00000000  0.04533145  4.78170149  1.12181100  0.06345267  1.12360409


  3.75000000  5.00000000  0.09814977  4.86455837  1.07518900  0.06439329  1.07711553
  3.75000000  4.50000000  0.09973776  4.32594622  1.08118256  0.08448815  1.08447867
  4.37500000  4.50000000  0.07262195  4.27172063  1.10902194  0.08783771  1.11249500
  4.37500000  5.00000000  0.07103396  4.82312675  1.09816355  0.06686210  1.10019713
  3.75000000  5.00000000  0.09814977  4.86455837  1.07518900  0.06439329  1.07711553


  3.75000000  4.00000000  0.10453344  3.78296626  1.08993936  0.10793641  1.09527077
  4.37500000  4.00000000  0.07244701  3.71338766  1.12352267  0.11338801  1.12922984
  4.37500000  4.50000000  0.07002246  4.27172063  1.10902194  0.08783771  1.11249500
  3.75000000  4.50000000  0.10210889  4.32594622  1.08118256  0.08448815  1.08447867
  3.75000000  4.00000000  0.10453344  3.78296626  1.08993936  0.10793641  1.09527077


  5.00000000  4.00000000  0.03454024  3.64257882  1.15955472  0.10911868  1.16467765
  5.00000000  4.50000000  0.03907272  4.21703869  1.13821657  0.08425872  1.14133102
  4.37500000  4.50000000  0.07303637  4.27172063  1.10902194  0.08783771  1.11249500
  4.37500000  4.00000000  0.06850389  3.71338766  1.12352267  0.11338801  1.12922984
  5.00000000  4.00000000  0.03454024  3.64257882  1.15955472  0.10911868  1.16467765


  2.50000000  5.00000000  0.13845922  4.93683285  1.03524010  0.04905841  1.03640185
  2.50000000  4.50000000  0.14697142  4.41933983  1.03621557  0.06318531  1.03814021
  3.12500000  4.50000000  0.12707813  4.37603919  1.05650267  0.07567901  1.05920971
  3.12500000  5.00000000  0.11856594  4.90313729  1.05326676  0.05880323  1.05490695
  2.50000000  5.00000000  0.13845922  4.93683285  1.03524010  0.04905841  1.03640185


  2.50000000  4.00000000  0.15901261  3.90053182  1.03882635  0.07857125  1.04179346
  3.12500000  4.00000000  0.13685336  3.84641241  1.06146156  0.09530916  1.06573190
  3.12500000  4.50000000  0.12576597  4.37603919  1.05650267  0.07567901  1.05920971
  2.50000000  4.50000000  0.14792522  4.41933983  1.03621557  0.06318531  1.03814021
  2.50000000  4.00000000  0.15901261  3.90053182  1.03882635  0.07857125  1.04179346


  3.75000000  4.00000000  0.10746576  3.78296626  1.08993936  0.10793641  1.09527077
  3.75000000  4.50000000  0.09972902  4.32594622  1.08118256  0.08448815  1.08447867
  3.12500000  4.50000000  0.12736888  4.37603919  1.05650267  0.07567901  1.05920971
  3.12500000  4.00000000  0.13510562  3.84641241  1.06146156  0.09530916  1.06573190
  3.75000000  4.00000000  0.10746576  3.78296626  1.08993936  0.10793641  1.09527077


  3.75000000  5.00000000  0.09623808  4.86455837  1.07518900  0.06439329  1.07711553
  3.12500000  5.00000000  0.12030569  4.90313729  1.05326676  0.05880323  1.05490695
  3.12500000  4.50000000  0.12572826  4.37603919  1.05650267  0.07567901  1.05920971
  3.75000000  4.50000000  0.10166065  4.32594622  1.08118256  0.08448815  1.08447867
  3.75000000  5.00000000  0.09623808  4.86455837  1.07518900  0.06439329  1.07711553


  2.50000000  1.00000000  0.31914707  0.76094505  1.08100660  0.10398578  1.08599646
  3.12500000  1.00000000  0.32264454  0.65077630  1.06007612  0.10413044  1.06517816
  3.12500000  1.50000000  0.28162446  1.17849405  1.05698247  0.20980520  1.07760390
  2.50000000  1.50000000  0.27812699  1.29088748  1.04977269  0.14755422  1.06009195
  2.50000000  1.00000000  0.31914707  0.76094505  1.08100660  0.10398578  1.08599646


  3.75000000  1.00000000  0.32798250  0.51068161  0.98588206  0.07591953  0.98880090
  3.75000000  1.50000000  0.26362188  1.02569768  1.06745940  0.31483156  1.11291890
  3.12500000  1.50000000  0.26873408  1.17849405  1.05698247  0.20980520  1.07760390
  3.12500000  1.00000000  0.33309470  0.65077630  1.06007612  0.10413044  1.06517816
  3.75000000  1.00000000  0.32798250  0.51068161  0.98588206  0.07591953  0.98880090


  3.75000000  2.00000000  0.18923599  1.57407385  1.10526989  0.25742944  1.13485305
  3.12500000  2.00000000  0.22466626  1.71125823  1.07039352  0.19178272  1.08743869
  3.12500000  1.50000000  0.28145569  1.17849405  1.05698247  0.20980520  1.07760390
  3.75000000  1.50000000  0.24602542  1.02569768  1.06745940  0.31483156  1.11291890
  3.75000000  2.00000000  0.18923599  1.57407385  1.10526989  0.25742944  1.13485305


  2.50000000  2.00000000  0.24657368  1.81546945  1.04921767  0.14396271  1.05904814
  2.50000000  1.50000000  0.28666818  1.29088748  1.04977269  0.14755422  1.06009195
  3.12500000  1.50000000  0.27053141  1.17849405  1.05698247  0.20980520  1.07760390
  3.12500000  2.00000000  0.23043691  1.71125823  1.07039352  0.19178272  1.08743869
  2.50000000  2.00000000  0.24657368  1.81546945  1.04921767  0.14396271  1.05904814


  5.00000000  1.00000000 -0.24217558 -0.00024465 -0.00195257  0.00174710  0.00262009
  5.00000000  1.50000000 -0.46394572  0.51849028  1.25513379  0.33998964  1.30036679
  4.37500000  1.50000000  0.26832137  0.81168706  1.09204013  0.46469506  1.18679954
  4.37500000  1.00000000  0.49009151  0.32185240  0.78699612 -0.00847666  0.78704177
  5.00000000  1.00000000 -0.24217558 -0.00024465 -0.00195257  0.00174710  0.00262009


  5.00000000  2.00000000 -0.11421983  1.18648180  1.30219651  0.30515504  1.33747350
  4.37500000  2.00000000  0.11317988  1.39550355  1.17131405  0.33594355  1.21853793
  4.37500000  1.50000000  0.09496542  0.81168706  1.09204013  0.46469506  1.18679954
  5.00000000  1.50000000 -0.13243429  0.51849028  1.25513379  0.33998964  1.30036679
  5.00000000  2.00000000 -0.11421983  1.18648180  1.30219651  0.30515504  1.33747350


  3.75000000  2.00000000  0.18515239  1.57407385  1.10526989  0.25742944  1.13485305
  3.75000000  1.50000000  0.25689351  1.02569768  1.06745940  0.31483156  1.11291890
  4.37500000  1.50000000  0.16492264  0.81168706  1.09204013  0.46469506  1.18679954
  4.37500000  2.00000000  0.09318152  1.39550355  1.17131405  0.33594355  1.21853793
  3.75000000  2.00000000  0.18515239  1.57407385  1.10526989  0.25742944  1.13485305


  3.75000000  1.00000000  0.36044853  0.51068161  0.98588206  0.07591953  0.98880090
  4.37500000  1.00000000  0.27701481  0.32185240  0.78699612 -0.00847666  0.78704177
  4.37500000  1.50000000  0.16968602  0.81168706  1.09204013  0.46469506  1.18679954
  3.75000000  1.50000000  0.25311974  1.02569768  1.06745940  0.31483156  1.11291890
  3.75000000  1.00000000  0.36044853  0.51068161  0.98588206  0.07591953  0.98880090


  5.00000000  3.00000000 -0.00194268  2.45417142  1.21894206  0.18002828  1.23216473
  4.37500000  3.00000000  0.07626178  2.57168611  1.15730289  0.18645364  1.17222649
  4.37500000  2.50000000  0.06347580  1.98707140  1.17273312  0.24360682  1.19776761
  5.00000000  2.50000000 -0.01472865  1.83294547  1.25954485  0.23423567  1.28113995
  5.00000000  3.00000000 -0.00194268  2.45417142  1.21894206  0.18002828  1.23216473


  3.75000000  3.00000000  0.13041054  2.68343755  1.10607859  0.17051773  1.11914528
  3.75000000  2.50000000  0.14544362  2.12861096  1.10943751  0.21161117  1.12943830
